category,fsq_id,name,latitude,longitude,address,PC6
Sporting Goods Retail,807891e31611444bc849794e,Sporteon Den Haag,52.045033,4.281382,Leyweg 1242,2545HK
Grocery Store / Supermarket,39c8470c567342401e0a35eb,Firdous Buurtwinkel,52.044851,4.281519,Leyweg 1278,2545HK
Retail,0978d62d939f4e430fbc832d,An-Nisaa Winkel,52.044809,4.281577,Leyweg 1260,2545HK
Bookstore,94533e49db3c405ceaa2045a,Antique Arrow,52.047437,4.282764,Melis Stokelaan 1014,2541ED
Car Dealership,ba1092662821481a8349e0ab,Ugur Auto's,52.047977,4.283742,Melis Stokelaan 928,2541EB
Garden Center,bb59f7bd68574fa0d66c8d03,Bloemenkiosk De Groene Zwaan,52.049134,4.282706,Loevesteinlaan 471,2533AP
Flower Store,677f58d2f87d457602d47fe3,Renate's Stekkie,52.048827,4.283366,Loevesteinlaan 515,2545NZ
Hobby Store,4def2b15ae609ae4fa41f9cd,Medaillehuis Oudshoorn,52.060769,4.28126,Vreeswijkstraat 3/5,2546AA
Gift Store,4d7107fe68276ea82a459090,Medaillehuis,52.061034,4.28162,Vreeswijkstraat 3-5,2533SW
Flower Store,27708040565d44180ffb94ae,Ada Kiosk,52.043728,4.285972,Erasmusweg 1179/C,2542PV
Bicycle Store,4f0c2016e5e820702015eef3,De Roode Scooters,52.046423,4.287988,Loevesteinlaan 464-472,2533XN
Baby Store,9d64d03bc0fa494f5adccf29,DRD Kids Fashion,52.047291,4.285623,Loevesteinlaan 605,2533BD
Home Appliance Store,b2ad7f2755f1427586129458,Habib Shirzai,52.047119,4.287942,De Lannoystraat 158,2533XX
Retail,4a970d5308a04d98edf7b0cd,Erdie Car Cleaning,52.05004,4.288372,Roemer Visscherstraat 325,2533VL
Automotive Retail,4dea0470b0fb8293f7c8c400,Auto Loevesteinlaan,52.045221,4.290473,,2532EN
Food and Beverage Retail,5ef337516350400007d32e37,AH Delivering Home,52.045879,4.288748,De Lannoystraat,2533CG
Clothing Store,34f9fe6720084b45e5af091b,Selecta Outlet,52.045386,4.291283,Erasmusweg 742,2532EM
Gift Store,aaf5af224ab5486058c07ac1,CadeauIdee,52.045815,4.292185,Erasmusweg 684,2532EL
Farmers' Market,507d5696e4b074e852e8bd59,Groenteboer,52.047653,4.291701,,2533TH
Clothing Store,4decf39545dd3993a8c9effb,Wibra Betje Wolfstraat,52.048085,4.291561,,2533HL
Pet Supplies Store,50c30d2de4b070f4c1dd3d54,Gaya,52.048182,4.291541,Betje Wolffstraat,2533HL
Bicycle Store,4d37f3979516236a9b9c9151,Bert's Wielershop,52.048224,4.291482,Betje Wolffstraat 215-223,2533HL
Shopping Plaza,5bc9e0c5e1f228002c3fa5f8,Betje Wolfstraat,52.048324,4.291636,Betje Wolfstraat,2533HT
Cosmetics Store,4faf9fdde4b0ec82898efef2,Allure Hair & Beauty,52.048404,4.29204,Betje Wolfstraat,2533HT
Retail,e502ce02588f4658c53b5da6,Bakwinkel Betje Wolff,52.048432,4.291885,Betje Wolffstraat 160,2533HT
Grocery Store / Supermarket,4b9ab39bf964a5206fce35e3,Albert Heijn,52.049004,4.290971,Betje Wolffstraat 134,2533HT
Office Supply Store,4def81bcd164e99c7b3c7463,Primera in Den Haag,52.048976,4.291126,Betje Wolffstraat 132,2533HT
Drugstore,5048b4c2e4b0690ac75401dd,Etos,52.048892,4.291243,Betje Wolffstraat 136,2533HT
Drugstore,4dbec44f6e810768bf94d958,Thuiszorgwinkel Den Haag,52.048655,4.29169,,2533HT
Eyecare Store,02c4b64b4aac4dca836b4850,Vegro Thuiszorgwinkel Den Haag,52.048599,4.291652,Betje Wolffstraat 140,2533HT
Grocery Store / Supermarket,c60b99c9383042083c2e0d77,MIS Versmarkt V.O.F.,52.048139,4.292294,Betje Wolffstraat 188 -196,2533HV
Retail,f41f18bac3bd4ac5e02cf085,Ram's Tropische Winkel,52.048097,4.292353,Betje Wolffstraat 202,2533HV
Drugstore,66506ebbd71f4dba7ceda208,Drogisterij De Gaperbol,52.048194,4.292332,Betje Wolffstraat 188,2533HV
Butcher,1581e64fa2b24f028757e62b,Islam Slagerij El Madina,52.047428,4.292592,Betje Wolffstraat 303,2533HN
Grocery Store / Supermarket,d45eea38cccf47e1eb101ae4,Super Setareh,52.047428,4.292592,Betje Wolffstraat 311,2533HN
Drugstore,4c6e85cde6b7b1f717baac8e,Apotheek Betje Wolff,52.049534,4.290463,Rhijnvis Feithlaan 45,2533GA
Flea Market,50ed26afe4b034e53d5f89a9,Betje Wolffstraat,52.048965,4.289987,Rhijnvis Feithlaan,2533GB
Food and Beverage Retail,93d994bcfab94cbfb2acc36e,Cold & Tasty,52.048643,4.290898,Betje Wolffstraat 167,2533HK
Flower Store,523f05d4498ec597e4636e8d,Bloemenkiosk Patricia,52.051873,4.289974,,2533SP
Vintage and Thrift Store,a83cf582e82b4da39d737f22,TBRB Handelsmarkt,52.050719,4.28962,Roemer Visscherstraat 273,2533VK
Clothing Store,a4d755b4d44849be16a90af4,Anna Grigorian Couture,52.050893,4.292611,Aagje Dekenlaan 47/K,2533SG
Flower Store,4d9aec96345542f230153421,Anita's Bloem- & Plantenkiosk,52.043543,4.293852,Lichtenbergweg 15TO,2532AA
Jewelry Store,d93dc56e48f6497bf64bcfc1,Beauty of Minerals,52.044336,4.294133,Beverweerdstraat 136,2532XN
Food and Beverage Retail,20c6ff249ee54a3b2ad68ca6,Fresca Italia,52.044641,4.294515,Sandenburgstraat 113,2532VS
Flower Store,4df384f2aeb7170aa2f1345e,Bloemenkiosk Jeffrey,52.047524,4.293267,Erasmusweg 879,2532RP
Shoe Store,ffd8f80a1b5646c62761a509,Rachid's Leren Schoenen,52.047857,4.293842,Erasmusweg 843,2532RP
Grocery Store / Supermarket,57542e0a498e0bd32278bac6,Super Star - Perzische Supermarket,52.047817,4.292858,,2533HW
Home Appliance Store,43f701de1783428e15654f68,Vestone,52.047713,4.295659,Erasmusweg 426,2532EE
Fashion Accessories Store,d74bbec8cfdf492caebd8663,GSM Maddox,52.047032,4.295454,Nettelhorststraat 67,2532BN
Clothing Store,612975c3d8cc4ef4376cd181,Dilusa,52.049773,4.295327,Aagje Dekenlaan 238,2533SN
Retail,9a6ba3da7d8c4d43ed20bc4f,Crazy Monkey,52.048799,4.295531,Aagje Dekenlaan 65,2533SH
Car Dealership,9c63656d661941d1f4db8e94,Auto-expo,52.050313,4.296653,Jan Vosstraat 86,2533TZ
Furniture and Home Store,5517fbd773de444c74b1e028,Rif Design,52.051348,4.294402,Jan Luykenlaan 159,2533JN
Butcher,7420e0f0cf9848265bfc0fca,Haagse Vleeshal,52.051678,4.29602,Jan Luykenlaan 84,2533JS
Grocery Store / Supermarket,7db3ff6067f048ae44e78f19,Supermarkt & Slijterij Ferdi,52.051747,4.296154,Jan Luykenlaan 84,2533JS
Video Store,206801622d47465b43dfa426,Batens A J F,52.051955,4.296558,Van Baerlestraat 81,2533JS
Food and Beverage Retail,85c40b4685194a1aa476301a,Flavors Foods,52.05225,4.295454,Hoogvlietstraat 60,2533LB
Retail,0f682f4bf22b447a0ae6ef36,Bakkerij Moerwijk,52.052206,4.296207,Jan Luykenlaan 49,2533JL
Clothing Store,3b7963e1cab24763e0a06cab,Aydin Textiel M,52.053321,4.295577,Van Baerlestraat 9,2533LH
Clothing Store,d7e3f4009b53474af0af5fc1,Esra Europe,52.052932,4.295311,Rotgansstraat 22,2533LE
Fruit and Vegetable Store,e7d03395c96847189d919b4a,Hillali Groente en Fruit,52.052835,4.294984,Rotgansstraat 27,2533LC
Car Dealership,804773e5aadf4654d0a04aee,Africa Cars Export,52.053409,4.293722,Tesselschadelaan 2,2533KV
Car Dealership,5f0e53e8c12644a25c2c0b0c,W. & P. Chevy van Parts,52.052471,4.295953,Hoogvlietstraat 20,2533LA
Furniture and Home Store,b8e62d0453084aa1fbe67ad4,Home2Love,52.05595,4.296069,Moerweg 298,2531BG
Retail,474237aedc804fce0d410708,Ates M,52.056228,4.295911,Moerweg 266,2531BE
Bicycle Store,4c11210cce640f47310d3b52,Bike-Zone,52.051606,4.296928,Van Baerlestraat 87-89,2533LK
Health and Medicine,50bab6d3d9ce4a6c0c743890,Erasmus,52.051132,4.297474,Van Baerlestraat 131,2533LK
Drugstore,50bab6d3d9ce4a6c0c743890,Erasmus,52.051132,4.297474,Van Baerlestraat 131,2533LK
Clothing Store,b037a1bb33fb49eeb19d2468,D'Iva Media,52.051216,4.297358,Van Baerlestraat 125,2533LK
Drugstore,7f926338ad18487abfa440c3,Hobbemaplein BV Apotheek,52.051417,4.300542,Erasmusweg 471,2532CN
Drugstore,34a97c5e6da345b7747b8684,Mondhygiënepraktijk Smile & Shine,52.051473,4.30058,Erasmusweg 471,2532CN
Retail,13eb65cf2a814ada98fc8558,Body Class,52.051611,4.300849,Erasmusweg 445,2532CN
Fashion Accessories Store,874936fa82e24373084378da,NB Fashion Accessories,52.051625,4.300945,Erasmusweg 445,2532CN
Home Appliance Store,c341c3802b3b4d0e33601704,Westdijk Radio,52.052329,4.297422,Jan Luykenlaan 2,2533JR
Tobacco Store,1ce64093c86744c99f198de4,Bolle Sigaar,52.052315,4.297326,Jan Luykenlaan 8,2533JR
Grocery Store / Supermarket,4820c0f798af49d7c6277a5a,Super Market Tugbam,52.052121,4.297019,Jan Luykenlaan 22,2533JR
Food and Beverage Retail,d7774f2431f84c3a01559e51,070 Snoep & Speelgoed,52.052107,4.296923,Jan Luykenlaan 40,2533JR
Pet Supplies Store,4e05efea2271dfa46ba558bb,Dierenspeciaalzaak Moerwijk,52.052511,4.296938,Jan Luykenlaan 35,2533JK
Clothing Store,00a45d218de343ea53fb8169,Izari BV,52.052649,4.297206,Jan Luykenlaan 1,2533JK
Butcher,1931c918d6544997580a0e75,Ikan Islamitische Slagerij,52.052511,4.296938,Jan Luykenlaan 21,2533JK
Retail,744eeec4b4064cf5ee3d77b7,Ciprian Telecom,52.052938,4.298883,Van Maerlantlaan 144,2531EV
Retail,289a52a9b50b4924754bae22,Interstar Trading B.V.,52.055528,4.297696,Vier Heemskinderenstraat 228,2531CH
Food and Beverage Retail,f29bdc8ee8534ba5084fc0b2,Shekianah,52.05763,4.297305,Troelstrakade 231,2531AE
Electronics Store,4ec93debf79041351ece8822,Jobs,52.048379,4.302468,,2531PJ
Car Dealership,f2f5d4d8d1144a401d41bb59,Waja-Auto,52.049213,4.303038,Hackfortstraat 93,2531JH
Clothing Store,9f9a54f445234510c7680bfd,SKG Damesmode,52.049801,4.301525,Middachtenweg 92,2531PD
Shopping Mall,5145d8a2e4b0b6e4125f71e3,Coop Supermarkt,52.051408,4.304365,Heeswijkplein,2531HV
Grocery Store / Supermarket,4c6aa9b8897b1b8d5450b217,Coop Den Haag,52.051407,4.304713,Heeswijkplein 200,2531HV
Grocery Store / Supermarket,a789d3ea387f40ee1ea74b49,C1000,52.051393,4.304617,Heeswijkplein 200,2531HV
Retail,fc2f6326f620404b20f49555,Coop & F&S B.V.,52.051449,4.304655,Heeswijkplein 200,2531HV
Bicycle Store,7befbf361d3d47ab40d618eb,Happy Bike,52.051268,4.304792,Heeswijkplein 132,2531HV
Pet Grooming Service,4e0ad67fae60e479ad9ae3e0,Chique du Friemel,52.050628,4.304529,Heeswijkplein 54,2531HD
Pet Supplies Store,4e0ad67fae60e479ad9ae3e0,Chique du Friemel,52.050628,4.304529,Heeswijkplein 54,2531HD
Pet Supplies Store,58064ba2d67c8ab131c891c8,Chique du Friemel Honden en Katten Trimsalon,52.050586,4.304587,Heeswijkplein 54,2531HD
Tobacco Store,5e2848ca6df3415402d5e557,P Wijngaards,52.051089,4.303886,Heeswijkplein 9,2531HC
Butcher,68dd7956947545b2b3f8237a,Islamitsche Slagerij Nasser,52.051103,4.303983,Heeswijkplein 10,2531HC
Meat and Seafood Store,e04971d897b9415616c152c7,Zagros Seafood,52.051047,4.303945,Heeswijkplein 10,2531HC
Women's Store,bdd61c1d44654e39a63f3714,Suleman International,52.050674,4.30308,Verwoldestraat 10,2531HR
Retail,b65e708dbf5d4a47dfa0c40c,Alex Market,52.053612,4.302217,Anna Bijnslaan 40,2531TV
Clothing Store,f061e60b930c4f7ab59a5ffc,Carti label,52.052996,4.303537,Erasmusweg 241,2532CJ
Retail,59fd3a92794e40b3c4e22bd1,Michael MDB,52.055696,4.303121,Rederijkerstraat 81,2531VH
Bridal Store,78a7bdb249ea4593234a3b01,Sensira Bridal Couture,52.056029,4.303696,Heeswijkplein 122,2531AP
Bicycle Store,8435b4142a7b46c5173bb5f2,DS Scooters,52.056675,4.301178,Troelstrakade 497,2531AM
Electronics Store,4ec41d2e6da117f8e58384e7,Apple Jobs,52.048275,4.305269,,2531HP
Drugstore,4e4bdef7d4c0ae552d8775bb,Vichy,52.048414,4.30519,Heeswijkplein 70,2531HP
Tobacco Store,4e4bdfed52b1119aaa72f296,Tabakshop Heeswijkplein,52.049137,4.305337,Heeswijkplein 10,2531PN
Car Dealership,ce958c2cac344089f9544d7e,HI Autohandel,52.049911,4.307607,Ulenpasstraat 27,2531PL
Drugstore,4f562301e4b06d72390008d0,Adelheid Apotheek,52.050529,4.305244,Heeswijkplein 68,2531HE
Retail,7b484035593b4b0a09b2e107,Interstar Trading BV,52.051126,4.305914,Heeswijkplein 105,2531HG
Vintage and Thrift Store,da733693d9c14ff75707dfaa,Kringloop Moerwijk,52.051475,4.305543,Heeswijkplein 132,2531HH
Car Dealership,d6763c25458e48ba61e6c274,Ganda Export Cars,52.05231,4.305418,Schoonhetenstraat 43,2531RK
Automotive Retail,517e51fce4b0a48296a35841,Garage De Haan,52.053893,4.306675,,2532CP
Car Dealership,471c006559b243e440db141b,Ultimatez Import & Export,52.05651,4.306376,Willem Dreespark 65,2531SB
