"PC6","PC4","longitude","latitude","type","lid"
"2545GH","2545",4.27465622751144,52.0494844579893,"work","work_423"
"2533AD","2533",4.27459974746807,52.0550210058704,"work","work_424"
"2533AD","2533",4.27502428993038,52.0550849618441,"work","work_425"
"2545GZ","2545",4.27833474499868,52.0473785455247,"work","work_426"
"2543BG","2543",4.25982798039027,52.0437047558398,"work","work_427"
"2545GV","2545",4.27463208872398,52.0498738142221,"work","work_428"
"2545GV","2545",4.27477432967948,52.0497627437383,"work","work_429"
"2545GV","2545",4.27470801862726,52.0498145401409,"work","work_430"
"2533GE","2533",4.29145514014742,52.0487847371639,"work","work_431"
"2545GG","2545",4.27394293657688,52.0499382685974,"work","work_432"
"2545GG","2545",4.27401878059255,52.0498801447111,"work","work_433"
"2545GH","2545",4.27613956550932,52.0485221951062,"work","work_434"
"2532BB","2532",4.29570081706246,52.0462703124476,"work","work_435"
"2533LP","2533",4.29705689567311,52.0518706451198,"work","work_436"
"2533JK","2533",4.29723832441835,52.0526696473055,"work","work_437"
"2531VC","2531",4.30454865042763,52.0558226574537,"work","work_438"
"2545GL","2545",4.27671743381798,52.047834994309,"work","work_439"
"2545GK","2545",4.27695689987069,52.04788394899,"work","work_440"
"2545GH","2545",4.27647194883462,52.0482842863542,"work","work_441"
"2546VJ","2546",4.27192324248495,52.0591550030433,"work","work_442"
"2531XS","2531",4.29583092533545,52.0575577648536,"work","work_443"
"2533JS","2533",4.29603684897382,52.0516990323934,"work","work_444"
"2532BC","2532",4.29617592447509,52.0454947754056,"work","work_445"
"2545CZ","2545",4.26479867195984,52.0574893327264,"work","work_446"
"2544HT","2544",4.26335095099978,52.0462779835746,"work","work_447"
"2544HT","2544",4.26327658194571,52.0462311611056,"work","work_448"
"2544HT","2544",4.26323213546674,52.0462031861256,"work","work_449"
"2545GH","2545",4.27587779508883,52.0487215151322,"work","work_450"
"2545GW","2545",4.27713382767771,52.048374311711,"work","work_451"
"2545GX","2545",4.27794863467024,52.0476926369899,"work","work_452"
"2545GM","2545",4.2773521690565,52.0473401210145,"work","work_453"
"2545GX","2545",4.2774454865873,52.0481041148335,"work","work_454"
"2545GM","2545",4.2776240780643,52.046352870767,"work","work_455"
"2545NW","2545",4.27833201649957,52.0464009412842,"work","work_456"
"2544JK","2544",4.26049666789779,52.0464306934903,"work","work_457"
"2545GV","2545",4.2763923850805,52.0489649869759,"work","work_458"
"2545GH","2545",4.27659801900378,52.0481858702501,"work","work_459"
"2545CZ","2545",4.26564307657292,52.0567678887347,"work","work_460"
"2545AA","2545",4.26268640248395,52.0569284809075,"work","work_461"
"2545AA","2545",4.26252895792501,52.0569234899766,"work","work_462"
"2542EH","2542",4.26606269121893,52.0350496872018,"work","work_463"
"2533AD","2533",4.27497780168612,52.0550692688513,"work","work_464"
"2545GH","2545",4.27512053079516,52.0491106927181,"work","work_465"
"2533AA","2533",4.27499194898662,52.0561042658481,"work","work_466"
"2543AN","2543",4.26480815514986,52.0432228947307,"work","work_467"
"2546EL","2546",4.27138470382805,52.0590138570759,"work","work_468"
"2533HT","2533",4.29146873718965,52.0487063195805,"work","work_469"
"2543BG","2543",4.25979833278475,52.0437330115829,"work","work_470"
"2543BG","2543",4.2597573973038,52.043750462524,"work","work_471"
"2542NK","2542",4.25996393455672,52.0327006386039,"work","work_472"
"2545GK","2545",4.27600562517304,52.0483972273231,"work","work_473"
"2545GV","2545",4.27644917035686,52.0489197515193,"work","work_474"
"2545GH","2545",4.27628054103483,52.0484089176235,"work","work_475"
"2533JM","2533",4.29557125086092,52.0518671406968,"work","work_476"
"2533JK","2533",4.29685710289972,52.0524861363036,"work","work_477"
"2533JM","2533",4.29566029540955,52.0519100065394,"work","work_478"
"2533JR","2533",4.29722283542805,52.0522698447161,"work","work_479"
"2544LM","2544",4.25367586399978,52.0346948804773,"work","work_480"
"2545HA","2545",4.28059415005088,52.044891649429,"work","work_481"
"2544CW","2544",4.25929068916392,52.0521648945598,"work","work_482"
"2542TG","2542",4.27095646728298,52.0399372293865,"work","work_483"
"2546XZ","2546",4.27984639411301,52.0608816813116,"work","work_484"
"2544EB","2544",4.25373427905905,52.0460285569671,"work","work_485"
"2544DW","2544",4.25169228623851,52.0487984578226,"work","work_486"
"2531VE","2531",4.30184057658094,52.0550648793929,"work","work_487"
"2545CG","2545",4.26669343796089,52.0561737204027,"work","work_488"
"2533ST","2533",4.28879204193178,52.0586767867652,"work","work_489"
"2545GG","2545",4.27319804865906,52.0504132953059,"work","work_490"
"2544EH","2544",4.24986950449406,52.0459939650296,"work","work_491"
"2544EH","2544",4.2497529092083,52.0459124426108,"work","work_492"
"2544EH","2544",4.24508814369362,52.0426962122976,"work","work_493"
"2544EP","2544",4.25048290966983,52.0448915259181,"work","work_494"
"2541GG","2541",4.26767444411285,52.0397155171575,"work","work_495"
"2542CB","2542",4.27252021300358,52.0393621504772,"work","work_496"
"2531RH","2531",4.30946184803633,52.0488079928677,"work","work_497"
"2544EH","2544",4.24986950449406,52.0459939650296,"work","work_498"
"2544EK","2544",4.24732875267533,52.0436849350612,"work","work_499"
"2544EH","2544",4.24980249099232,52.0459491106258,"work","work_500"
"2544CW","2544",4.25357423672286,52.0485810265921,"work","work_501"
"2544EC","2544",4.24432557799401,52.0446537256597,"work","work_502"
"2544EC","2544",4.24818862713749,52.0472803934174,"work","work_503"
"2544EC","2544",4.24294681297741,52.0436857549967,"work","work_504"
"2533SX","2533",4.28175851982366,52.053386787692,"work","work_505"
"2533VS","2533",4.28657231192242,52.0486934075643,"work","work_506"
"2544EN","2544",4.25242699920788,52.0454279076213,"work","work_507"
"2545AA","2545",4.26300296000364,52.056936482543,"work","work_508"
"2544EB","2544",4.25373427905905,52.0460285569671,"work","work_509"
"2532CP","2532",4.30704717181553,52.0537516009483,"work","work_510"
"2532CP","2532",4.30668443997851,52.0534355275588,"work","work_511"
"2544EZ","2544",4.25534580161422,52.0508664362675,"work","work_512"
"2532CP","2532",4.3068621348726,52.0535453733991,"work","work_513"
"2532CP","2532",4.30688646284939,52.0536169493909,"work","work_514"
"2532CP","2532",4.30692736113187,52.0536399132919,"work","work_515"
"2532CP","2532",4.30699094945886,52.0536833100097,"work","work_516"
"2532CP","2532",4.30686163260012,52.0535667890275,"work","work_517"
"2532CP","2532",4.30655926329003,52.0534676735111,"work","work_518"
"2532CP","2532",4.30695178875346,52.0536674901614,"work","work_519"
"2532CP","2532",4.30667463217523,52.0534425746634,"work","work_520"
"2532BA","2532",4.29611265948278,52.0465493027497,"work","work_521"
"2544EC","2544",4.24875979583961,52.0476269264197,"work","work_522"
"2545AA","2545",4.26413916149016,52.0569657576741,"work","work_523"
"2533BG","2533",4.28650513574114,52.0467203846941,"work","work_524"
"2544EC","2544",4.249109120383,52.0478940177571,"work","work_525"
"2531HG","2531",4.30589547391126,52.0510742983759,"work","work_526"
"2541EH","2541",4.28036160734577,52.0459259282096,"work","work_527"
"2542TG","2542",4.27143277463832,52.0397160070244,"work","work_528"
"2532CP","2532",4.30703512373189,52.0537705196772,"work","work_529"
"2532CP","2532",4.30687129703812,52.0535656821685,"work","work_530"
"2545GM","2545",4.27782805468391,52.0463823701362,"work","work_531"
"2541HR","2541",4.27751338566677,52.0423396053594,"work","work_532"
"2542CB","2542",4.27272545709454,52.0394500084689,"work","work_533"
"2542TE","2542",4.2706840128702,52.0398096565855,"work","work_534"
"2542TG","2542",4.27124056766629,52.0398279932291,"work","work_535"
"2542TG","2542",4.27132277524234,52.0397800977595,"work","work_536"
"2542TG","2542",4.27151770324459,52.0396665282025,"work","work_537"
"2542CB","2542",4.27261902590157,52.0394001198226,"work","work_538"
"2542JK","2542",4.25630105144324,52.0399628211432,"work","work_539"
"2542TH","2542",4.27209141620529,52.0393481399194,"work","work_540"
"2544EH","2544",4.2497529092083,52.0459124426108,"work","work_541"
"2542TG","2542",4.27086595627251,52.039894851924,"work","work_542"
"2543BG","2543",4.2590087438322,52.0440414973699,"work","work_543"
"2545GM","2545",4.27858302271888,52.0465246624655,"work","work_544"
"2544JK","2544",4.26000777106295,52.0467369749046,"work","work_545"
"2544EZ","2544",4.2543164841701,52.0509811428195,"work","work_546"
"2544EN","2544",4.25193393016748,52.0457653069649,"work","work_547"
"2545GD","2545",4.27292674972728,52.0508304436146,"work","work_548"
"2545GT","2545",4.27408848497799,52.0507930964184,"work","work_549"
"2546XP","2546",4.27881514032494,52.0604591087087,"work","work_550"
"2544CV","2544",4.25495818000601,52.0499050842031,"work","work_551"
"2546XP","2546",4.27881333025274,52.0604603590966,"work","work_552"
"2532CP","2532",4.30675869584708,52.0534362357316,"work","work_553"
"2532CP","2532",4.30653588440973,52.0534769960882,"work","work_554"
"2545GT","2545",4.27424112404445,52.0506732888366,"work","work_555"
"2545XA","2545",4.26464789479184,52.0505757515362,"work","work_556"
"2546XD","2546",4.27486481054102,52.0611773165611,"work","work_557"
"2532CP","2532",4.30688907566524,52.0535884340166,"work","work_558"
"2532CP","2532",4.30678308004546,52.0534649987574,"work","work_559"
"2532CP","2532",4.30678802102845,52.0534995070216,"work","work_560"
"2532CP","2532",4.3067558077465,52.0533553372836,"work","work_561"
"2532CP","2532",4.30671209648385,52.0534084554212,"work","work_562"
"2544HZ","2544",4.26194337760693,52.0460105987506,"work","work_563"
"2543AV","2543",4.26440688345247,52.0424161593697,"work","work_564"
"2544ES","2544",4.24934216620482,52.0459814191799,"work","work_565"
"2544ET","2544",4.25317086640755,52.0501579573138,"work","work_566"
"2532CP","2532",4.30700923067243,52.0537239091528,"work","work_567"
"2532CP","2532",4.30697600122451,52.0537033796628,"work","work_568"
"2532CP","2532",4.30702102119369,52.0537549386488,"work","work_569"
"2532CP","2532",4.30697444928496,52.0536867272191,"work","work_570"
"2532CP","2532",4.30684856455808,52.0535488264536,"work","work_571"
"2532CP","2532",4.30684233139092,52.0535261715144,"work","work_572"
"2532CP","2532",4.30691157735371,52.0535743752317,"work","work_573"
"2532CP","2532",4.30702441002039,52.053734745,"work","work_574"
"2532CP","2532",4.30704694163672,52.0537599314253,"work","work_575"
"2532CP","2532",4.30676775812127,52.0534600761796,"work","work_576"
"2532CP","2532",4.30693327763246,52.0536352124994,"work","work_577"
"2532TB","2532",4.29830579821456,52.047954917563,"work","work_578"
"2546XP","2546",4.2788143538161,52.0604596586132,"work","work_579"
"2546XP","2546",4.27891396717102,52.0604638588412,"work","work_580"
"2532CP","2532",4.30695664194856,52.0536651616389,"work","work_581"
"2532CP","2532",4.30684264727941,52.0535142912598,"work","work_582"
"2544CW","2544",4.25929068916392,52.0521648945598,"work","work_583"
"2542TG","2542",4.27106716392756,52.0399890655989,"work","work_584"
"2542TH","2542",4.27161820676949,52.0396079563567,"work","work_585"
"2545AA","2545",4.26308049107134,52.0569382202766,"work","work_586"
"2532CP","2532",4.30660650819429,52.0534681069806,"work","work_587"
"2544CB","2544",4.25647394335719,52.0462443610269,"work","work_588"
"2542TH","2542",4.27198939319588,52.0393916864211,"work","work_589"
"2544EP","2544",4.25087085420152,52.0447215154469,"work","work_590"
"2544EZ","2544",4.2545306297509,52.051944118546,"work","work_591"
"2533JK","2533",4.29703467845739,52.0525716094962,"work","work_592"
"2544DV","2544",4.25171410278054,52.049863334165,"work","work_593"
"2541GS","2541",4.26091047963541,52.0357907079777,"work","work_594"
"2544CV","2544",4.25495818000601,52.0499050842031,"work","work_595"
"2544CW","2544",4.25625326933077,52.0502877962846,"work","work_596"
"2541XH","2541",4.27260206145512,52.0548866118433,"work","work_597"
"2544JW","2544",4.25759204964968,52.0427693968245,"work","work_598"
"2542XA","2542",4.2605525848899,52.035240689769,"work","work_599"
"2545BV","2545",4.27367459705896,52.0443541775701,"work","work_600"
"2544CV","2544",4.2564530015513,52.0508508873293,"work","work_601"
"2544EN","2544",4.25188432083506,52.0457446127804,"work","work_602"
"2542TH","2542",4.2718834036461,52.0394534425971,"work","work_603"
"2542CB","2542",4.27229142333755,52.0392493678738,"work","work_604"
"2546BK","2546",4.27416499760828,52.0571466614127,"work","work_605"
"2533AC","2533",4.27400914359885,52.0555949068814,"work","work_606"
"2532CP","2532",4.3066687009651,52.0534484887919,"work","work_607"
"2532CP","2532",4.30681012109407,52.0535032962665,"work","work_608"
"2532CP","2532",4.30665457023742,52.0534340849875,"work","work_609"
"2543TC","2543",4.27127273115094,52.0363233261501,"work","work_610"
"2533SP","2533",4.28798885391849,52.0532433010604,"work","work_611"
"2545GG","2545",4.27280231206796,52.0504438886719,"work","work_612"
"2531RN","2531",4.30637839578488,52.0520285027737,"work","work_613"
"2531HH","2531",4.30551563753749,52.0514932917759,"work","work_614"
"2533HC","2533",4.29111542021839,52.047946903249,"work","work_615"
"2541GC","2541",4.27012964877389,52.0410001295762,"work","work_616"
"2545HK","2545",4.28217629139483,52.044782820022,"work","work_617"
"2542EE","2542",4.2671390341964,52.0353231783799,"work","work_618"
"2533SP","2533",4.28903828374281,52.0530952474178,"work","work_619"
"2545GZ","2545",4.27804144695281,52.0476171331985,"work","work_620"
"2531VC","2531",4.30473829218652,52.0553186833595,"work","work_621"
"2545BW","2545",4.27339566971994,52.0444291762381,"work","work_622"
"2545AA","2545",4.26444281369031,52.0569726346249,"work","work_623"
"2545AA","2545",4.26393239213929,52.0569622938218,"work","work_624"
"2532CP","2532",4.30691819849218,52.0536196225005,"work","work_625"
"2532CP","2532",4.30689922827347,52.0536063698446,"work","work_626"
"2541HS","2541",4.27845484473943,52.0417635168942,"work","work_627"
"2532CP","2532",4.30699452501179,52.0536940484256,"work","work_628"
"2532CP","2532",4.30702555939456,52.0537668724095,"work","work_629"
"2532CP","2532",4.30694249679305,52.0536519532444,"work","work_630"
"2532CP","2532",4.30694111694382,52.0535901068509,"work","work_631"
"2532CP","2532",4.30701671317958,52.0537346744109,"work","work_632"
"2542EJ","2542",4.26596497854996,52.0350009720444,"work","work_633"
"2544EB","2544",4.25233663067403,52.0467524337973,"work","work_634"
"2545HB","2545",4.28081183706927,52.0441584457306,"work","work_635"
"2532BB","2532",4.29588500504077,52.046368693899,"work","work_636"
