"PC6","PC4","longitude","latitude","type","lid"
"2543AP","2543",4.26490335057924,52.0431179674528,"work","work_231"
"2545GM","2545",4.27825371410352,52.0469578430938,"work","work_232"
"2545GM","2545",4.27798470256162,52.0468205672951,"work","work_233"
"2545HH","2545",4.28082978447334,52.0454102348357,"work","work_234"
"2545GM","2545",4.27751853237234,52.0465304750672,"work","work_235"
"2545HA","2545",4.27981856093146,52.0454024470507,"work","work_236"
"2543VG","2543",4.26306924249759,52.0413680448384,"work","work_237"
"2545GG","2545",4.27298783859132,52.0505891055508,"work","work_238"
"2546BB","2546",4.27355069774883,52.0605966816879,"work","work_239"
"2545GD","2545",4.27310632789644,52.0509107047541,"work","work_240"
"2545HK","2545",4.28139132335131,52.0449652863965,"work","work_241"
"2546EL","2546",4.27122090250368,52.0589207722333,"work","work_242"
"2545GH","2545",4.27661926688996,52.0483495771716,"work","work_243"
"2533JL","2533",4.29636259894763,52.0522480916201,"work","work_244"
"2545GM","2545",4.27785723201338,52.0466980715268,"work","work_245"
"2533JL","2533",4.29601516394058,52.0520808368625,"work","work_246"
"2546CD","2546",4.27267841329061,52.0556576215109,"work","work_247"
"2533HV","2533",4.29233413834772,52.0480871929485,"work","work_248"
"2546XL","2546",4.27891685856799,52.0598854210831,"work","work_249"
"2541XP","2541",4.27604291053272,52.0517973640789,"work","work_250"
"2545GV","2545",4.27660453486573,52.0485667338562,"work","work_251"
"2545GW","2545",4.2769692013431,52.0485054707146,"work","work_252"
"2545PJ","2545",4.27786261207884,52.0478983177505,"work","work_253"
"2545GV","2545",4.27666116966985,52.0485187193367,"work","work_254"
"2546TJ","2546",4.2749658726936,52.0581911033121,"work","work_255"
"2542NJ","2542",4.25937118507512,52.0332332239712,"work","work_256"
"2544JP","2544",4.25624645787766,52.0445588263697,"work","work_257"
"2533CG","2533",4.28836547576954,52.0461567214123,"work","work_258"
"2545HB","2545",4.28069283827407,52.0443579310429,"work","work_259"
"2545HJ","2545",4.2812091358309,52.0451096526944,"work","work_260"
"2544JP","2544",4.25695353828218,52.0441059163056,"work","work_261"
"2543BG","2543",4.26117445793833,52.0422994060115,"work","work_262"
"2542NJ","2542",4.25909234967944,52.0333642170137,"work","work_263"
"2542EJ","2542",4.26522324437779,52.0346020825006,"work","work_264"
"2546AA","2546",4.28146544230051,52.060962374082,"work","work_265"
"2545GM","2545",4.2777804978366,52.0463595309897,"work","work_266"
"2545GM","2545",4.27789583731671,52.0467156487612,"work","work_267"
"2542EJ","2542",4.26534253912088,52.0349586382692,"work","work_268"
"2531HC","2531",4.30415180757656,52.050982321484,"work","work_269"
"2533LR","2533",4.29735655946115,52.0515795391694,"work","work_270"
"2533HW","2533",4.29318301857985,52.0475352326519,"work","work_271"
"2543AK","2543",4.2648653281021,52.0427081635028,"work","work_272"
"2542EJ","2542",4.2651372188538,52.0348612471988,"work","work_273"
"2543AP","2543",4.26508032302948,52.0430078238264,"work","work_274"
"2533JL","2533",4.29610034722814,52.052121841868,"work","work_275"
"2531TV","2531",4.30197808354214,52.0535730391996,"work","work_276"
"2545CG","2545",4.26686259603997,52.0560188162507,"work","work_277"
"2544ES","2544",4.25129586473535,52.0449342830444,"work","work_278"
"2542JL","2542",4.25667740023068,52.0397114302362,"work","work_279"
"2542EG","2542",4.26654168295934,52.0352809997484,"work","work_280"
"2544JK","2544",4.26078299413298,52.0461168726081,"work","work_281"
"2544JP","2544",4.25668386549029,52.0442786551764,"work","work_282"
"2545GV","2545",4.27640473918754,52.0487261987841,"work","work_283"
"2545GD","2545",4.27274268798679,52.0507481712182,"work","work_284"
"2545GH","2545",4.27596969709413,52.0489683702406,"work","work_285"
"2545GG","2545",4.27264025413848,52.0505548052244,"work","work_286"
"2542JM","2542",4.25701743305249,52.0397627847219,"work","work_287"
"2544JP","2544",4.25705207209161,52.0440427984676,"work","work_288"
"2542KD","2542",4.26477368172043,52.0348329460338,"work","work_289"
"2543AN","2543",4.26462208854113,52.0433305692197,"work","work_290"
"2543AN","2543",4.26470954537926,52.0432267548512,"work","work_291"
"2533JK","2533",4.29675716114556,52.0524380289088,"work","work_292"
"2533JM","2533",4.29592446144445,52.0520371739075,"work","work_293"
"2545GV","2545",4.27608770330813,52.049209089488,"work","work_294"
"2543BG","2543",4.26086537485096,52.0430878548246,"work","work_295"
"2545JE","2545",4.27340197756933,52.0500527230816,"work","work_296"
"2543BG","2543",4.26103874108062,52.0433869447246,"work","work_297"
"2541RM","2541",4.28248932203404,52.044118571306,"work","work_298"
"2545GD","2545",4.27305095768651,52.0508859560984,"work","work_299"
"2545GD","2545",4.27299965376189,52.0508630256713,"work","work_300"
"2545GG","2545",4.27306643036226,52.0505231879933,"work","work_301"
"2533JS","2533",4.2965580069563,52.0519492534591,"work","work_302"
"2531XC","2531",4.29810699920173,52.0571001709591,"work","work_303"
"2544HR","2544",4.26284624264587,52.0459602465874,"work","work_304"
"2545JG","2545",4.27327412301802,52.0500641521345,"work","work_305"
"2541RM","2541",4.28267085896386,52.0442177128861,"work","work_306"
"2543BG","2543",4.26143889642406,52.0424502322883,"work","work_307"
"2541RM","2541",4.28284424085643,52.0443124091398,"work","work_308"
"2544JP","2544",4.25649700478908,52.0443983454104,"work","work_309"
"2542NJ","2542",4.25876026299037,52.0336147902028,"work","work_310"
"2544JN","2544",4.25562577463943,52.0449577484831,"work","work_311"
"2541HR","2541",4.27703693991328,52.043340837951,"work","work_312"
"2533JR","2533",4.29740751277732,52.0523588527444,"work","work_313"
"2542JJ","2542",4.25599066106422,52.040170160932,"work","work_314"
"2545HK","2545",4.28144169878907,52.044925363692,"work","work_315"
"2533HT","2533",4.29177369300358,52.0484766163742,"work","work_316"
"2533GA","2533",4.2905764313314,52.0496062331003,"work","work_317"
"2533HV","2533",4.29207861788738,52.048264736883,"work","work_318"
"2533CG","2533",4.28849061131055,52.0460909133857,"work","work_319"
"2544JK","2544",4.26041464004819,52.0464820798886,"work","work_320"
"2541HR","2541",4.27719326509418,52.0430780402396,"work","work_321"
"2533AC","2533",4.27443170827855,52.0558183706349,"work","work_322"
"2545GH","2545",4.2767133148279,52.0482549668539,"work","work_323"
"2545GK","2545",4.27702438663192,52.0478315511854,"work","work_324"
"2545GV","2545",4.27714065812624,52.0481388152214,"work","work_325"
"2541HR","2541",4.27711497395554,52.0432096356633,"work","work_326"
"2533AE","2533",4.27508916236356,52.0562874048619,"work","work_327"
"2546AN","2546",4.2740520920129,52.0567842803603,"work","work_328"
"2533AB","2533",4.2748073565788,52.0560118165724,"work","work_329"
"2544JK","2544",4.26016368197083,52.0466393022341,"work","work_330"
"2531HE","2531",4.30525511916567,52.0505210819918,"work","work_331"
"2545GD","2545",4.2726374889394,52.0507021776795,"work","work_332"
"2545HA","2545",4.27949126621569,52.0456631276966,"work","work_333"
"2545GS","2545",4.27393957727078,52.0509099817564,"work","work_334"
"2545GM","2545",4.27848540409221,52.0467743696013,"work","work_335"
"2545GD","2545",4.27252779888013,52.0506526988224,"work","work_336"
"2545GV","2545",4.27508031759135,52.0495850572866,"work","work_337"
"2543BG","2543",4.25912795471955,52.0436505190412,"work","work_338"
"2545GK","2545",4.27738996152859,52.0476416294441,"work","work_339"
"2546BK","2546",4.2741613161365,52.0570073810251,"work","work_340"
"2545GH","2545",4.27470217497602,52.0494471659712,"work","work_341"
"2532RX","2532",4.28966103205981,52.0456263915473,"work","work_342"
"2546BP","2546",4.2741685061545,52.0592871447056,"work","work_343"
"2546BC","2546",4.27375511560952,52.0595388882577,"work","work_344"
"2546XG","2546",4.27848658398498,52.0596558159754,"work","work_345"
"2542EG","2542",4.26663953551632,52.0353282505663,"work","work_346"
"2531XB","2531",4.30067530437145,52.0548618747526,"work","work_347"
"2531XB","2531",4.30084525647553,52.0547058152722,"work","work_348"
"2545HK","2545",4.28159055563253,52.0448071561752,"work","work_349"
"2545HK","2545",4.28172990678287,52.0446966345642,"work","work_350"
"2533AD","2533",4.27448988250238,52.0551029886322,"work","work_351"
"2531HD","2531",4.3042927694904,52.0508730018076,"work","work_352"
"2531HD","2531",4.30466320065344,52.0505881731866,"work","work_353"
"2533CG","2533",4.28865039918638,52.0459799271638,"work","work_354"
"2545GM","2545",4.27749572753599,52.0464553653608,"work","work_355"
"2533CG","2533",4.28783380872241,52.0465474644517,"work","work_356"
"2545GM","2545",4.27810368781697,52.0466265048005,"work","work_357"
"2545GM","2545",4.27792332728913,52.0464281127889,"work","work_358"
"2533CG","2533",4.28763110094111,52.0466684309183,"work","work_359"
"2544HT","2544",4.26293499097911,52.0460161145496,"work","work_360"
"2544HT","2544",4.26331762846553,52.046261009254,"work","work_361"
"2546VB","2546",4.27468499216587,52.0595914230767,"work","work_362"
"2531XR","2531",4.29749260604359,52.0569909017751,"work","work_363"
"2542EJ","2542",4.26576787953791,52.0349081278303,"work","work_364"
"2543AK","2543",4.26468605625517,52.0428117859579,"work","work_365"
"2543AK","2543",4.26450104405149,52.0429187422079,"work","work_366"
"2545GL","2545",4.27705506194357,52.0475745534909,"work","work_367"
"2545GM","2545",4.2779798310759,52.0464552429131,"work","work_368"
"2545GM","2545",4.27801657706713,52.0467355816312,"work","work_369"
"2545GM","2545",4.27751853237234,52.0465304750672,"work","work_370"
"2544NL","2544",4.2401972442776,52.0380599437926,"work","work_371"
"2531HH","2531",4.30558959216345,52.0514405596841,"work","work_372"
"2541HR","2541",4.27713048912209,52.0431835615278,"work","work_373"
"2532RP","2532",4.29334448783996,52.0475252178835,"work","work_374"
"2533HV","2533",4.29244540071885,52.0480098000403,"work","work_375"
"2542NK","2542",4.25987793059993,52.0327668001422,"work","work_376"
"2533HW","2533",4.29274349303827,52.0478403993039,"work","work_377"
"2542JH","2542",4.25572602285135,52.0403469280051,"work","work_378"
"2531HD","2531",4.30421445085026,52.0509337379184,"work","work_379"
"2531HD","2531",4.30444127875159,52.0507578277489,"work","work_380"
"2545GW","2545",4.27669399447319,52.0487247109185,"work","work_381"
"2545GV","2545",4.27563117550519,52.0495336282607,"work","work_382"
"2545GV","2545",4.2755153998072,52.0494796812337,"work","work_383"
"2545GV","2545",4.27520381024059,52.0494210538913,"work","work_384"
"2545GV","2545",4.27527174916273,52.0493664770619,"work","work_385"
"2533LK","2533",4.29718136945759,52.0514788615065,"work","work_386"
"2542KD","2542",4.26499740490206,52.0347042188751,"work","work_387"
"2545GZ","2545",4.27840880995539,52.0473141458882,"work","work_388"
"2533CM","2533",4.30139893003802,52.0563669224025,"work","work_389"
"2533JM","2533",4.29575349045985,52.0519548703318,"work","work_390"
"2545GV","2545",4.27635258838675,52.0491657632943,"work","work_391"
"2533JS","2533",4.29638999961299,52.0518685512932,"work","work_392"
"2533JL","2533",4.29645132804575,52.0522908011213,"work","work_393"
"2533LK","2533",4.2969832075767,52.0516731176583,"work","work_394"
"2546BK","2546",4.27415967756005,52.0569448573808,"work","work_395"
"2541RL","2541",4.28294691280169,52.044368473362,"work","work_396"
"2546BJ","2546",4.27417930725479,52.0573593189755,"work","work_397"
"2545GK","2545",4.27589120956578,52.0484876898115,"work","work_398"
"2532RX","2532",4.28937384388847,52.0455414581288,"work","work_399"
"2533HN","2533",4.29263606591132,52.047426428691,"work","work_400"
"2545GK","2545",4.27688716883737,52.0479380694278,"work","work_401"
"2531HC","2531",4.30406816950752,52.0510471703847,"work","work_402"
"2545AA","2545",4.26528732275001,52.0569333106604,"work","work_403"
"2533HT","2533",4.29078136812177,52.0490521752139,"work","work_404"
"2545GX","2545",4.27763615910509,52.0479477891969,"work","work_405"
"2533HT","2533",4.29192952238684,52.0483683394914,"work","work_406"
"2543BG","2543",4.26125733471993,52.0423466707955,"work","work_407"
"2545GM","2545",4.2782424683718,52.0465684406065,"work","work_408"
"2545AA","2545",4.26237147568672,52.0569199996084,"work","work_409"
"2542NJ","2542",4.25866742400725,52.0336848494502,"work","work_410"
"2546EL","2546",4.27155026004941,52.0591079380867,"work","work_411"
"2533AB","2533",4.27476308172816,52.0559874072868,"work","work_412"
"2545GV","2545",4.27727222587552,52.0480337985019,"work","work_413"
"2545GV","2545",4.27752673343796,52.0478306406745,"work","work_414"
"2545CZ","2545",4.26483421999477,52.0573969787732,"work","work_415"
"2543AM","2543",4.26434049131834,52.0434343572465,"work","work_416"
"2531PL","2531",4.30715153580925,52.0498080427692,"work","work_417"
"2542JK","2542",4.25635650181962,52.0399257802705,"work","work_418"
"2543AM","2543",4.26439746687359,52.0434015069744,"work","work_419"
"2542JL","2542",4.25651736659023,52.0398183262024,"work","work_420"
"2533EA","2533",4.30225997661296,52.0562948298325,"work","work_421"
"2546AB","2546",4.28049822013824,52.0603805517079,"work","work_422"
